"","gwid","statename","from","to","group","groupid","gwgroupid","umbrella","size","status","reg_aut"
"1010",365,"Russia (Soviet Union)",2006,2013,"Russians",1000,36501000,NA,0.798,"DOMINANT",""
"1011",365,"Russia (Soviet Union)",2006,2013,"Tatars",3000,36503000,NA,0.038,"POWERLESS","true"
"1012",365,"Russia (Soviet Union)",2006,2013,"Ukrainians",2000,36502000,NA,0.02,"POWERLESS","false"
"1013",365,"Russia (Soviet Union)",2006,2013,"Chuvashes",6000,36506000,NA,0.013,"POWERLESS","true"
"1014",365,"Russia (Soviet Union)",2006,2013,"Bashkirs",7000,36507000,NA,0.012,"POWERLESS","true"
"1015",365,"Russia (Soviet Union)",2006,2013,"Chechens",16000,36516000,NA,0.009,"POWERLESS","true"
"1016",365,"Russia (Soviet Union)",2006,2013,"Armenians",8000,36508000,NA,0.008,"POWERLESS","false"
"1017",365,"Russia (Soviet Union)",2006,2013,"Poles",18000,36518000,NA,0.007,"IRRELEVANT",""
"1018",365,"Russia (Soviet Union)",2006,2013,"Byelorussians",4000,36504000,NA,0.006,"IRRELEVANT",""
"1019",365,"Russia (Soviet Union)",2006,2013,"Mordva",20000,36520000,NA,0.006,"POWERLESS","true"
"1020",365,"Russia (Soviet Union)",2006,2013,"Avars",23000,36523000,NA,0.006,"POWERLESS","true"
"1021",365,"Russia (Soviet Union)",2006,2013,"Kazakhs",12000,36512000,NA,0.005,"POWERLESS","false"
"1022",365,"Russia (Soviet Union)",2006,2013,"Azeri",9000,36509000,NA,0.004,"POWERLESS","false"
"1023",365,"Russia (Soviet Union)",2006,2013,"Germans",17000,36517000,NA,0.004,"POWERLESS","false"
"1024",365,"Russia (Soviet Union)",2006,2013,"Dargins",26000,36526000,NA,0.004,"POWERLESS","true"
"1025",365,"Russia (Soviet Union)",2006,2013,"Ossetes",27000,36527000,NA,0.004,"POWERLESS","true"
"1026",365,"Russia (Soviet Union)",2006,2013,"Kabardins",28000,36528000,NA,0.004,"POWERLESS","true"
"1027",365,"Russia (Soviet Union)",2006,2013,"Mari",29000,36529000,NA,0.004,"DISCRIMINATED","true"
"1028",365,"Russia (Soviet Union)",2006,2013,"Udmurt",30000,36530000,NA,0.004,"POWERLESS","true"
"1029",365,"Russia (Soviet Union)",2006,2013,"Buryats",32000,36532000,NA,0.003,"POWERLESS","true"
"1030",365,"Russia (Soviet Union)",2006,2013,"Ingush",33000,36533000,NA,0.003,"POWERLESS","true"
"1031",365,"Russia (Soviet Union)",2006,2013,"Kumyks",34000,36534000,NA,0.003,"POWERLESS","true"
"1032",365,"Russia (Soviet Union)",2006,2013,"Lezgins",35000,36535000,NA,0.003,"POWERLESS","true"
"1033",365,"Russia (Soviet Union)",2006,2013,"Yakuts",36000,36536000,NA,0.003,"POWERLESS","true"
"1034",365,"Russia (Soviet Union)",2006,2013,"Jews",11000,36511000,NA,0.002,"POWERLESS","true"
"1035",365,"Russia (Soviet Union)",2006,2013,"Komi",37000,36537000,NA,0.002,"POWERLESS","true"
"1036",365,"Russia (Soviet Union)",2006,2013,"Koreans",38000,36538000,NA,0.002,"IRRELEVANT",""
"1037",365,"Russia (Soviet Union)",2006,2013,"Tuvinians",39000,36539000,NA,0.002,"POWERLESS","true"
"1038",365,"Russia (Soviet Union)",2006,2013,"Georgians",10000,36510000,NA,0.001,"DISCRIMINATED","false"
"1039",365,"Russia (Soviet Union)",2006,2013,"Adyghe",40000,36540000,NA,0.001,"POWERLESS","true"
"1040",365,"Russia (Soviet Union)",2006,2013,"Balkars",43000,36543000,NA,0.001,"POWERLESS","false"
"1041",365,"Russia (Soviet Union)",2006,2013,"Altai",47000,36547000,NA,0.001,"POWERLESS","true"
"1042",365,"Russia (Soviet Union)",2006,2013,"Roma",52000,36552000,NA,0.001,"DISCRIMINATED","false"
"1043",365,"Russia (Soviet Union)",2006,2013,"Kalmyks",53000,36553000,NA,0.001,"POWERLESS","true"
"1044",365,"Russia (Soviet Union)",2006,2013,"Karachai",54000,36554000,NA,0.001,"POWERLESS","true"
"1045",365,"Russia (Soviet Union)",2006,2013,"Karelians",56000,36556000,NA,0.001,"POWERLESS","true"
"1046",365,"Russia (Soviet Union)",2006,2013,"Khakass",57000,36557000,NA,0.001,"POWERLESS","true"
"1047",365,"Russia (Soviet Union)",2006,2013,"Komi-Permyaks",58000,36558000,NA,0.001,"IRRELEVANT",""
"1048",365,"Russia (Soviet Union)",2006,2013,"Cherkess",44000,36544000,NA,4e-04,"POWERLESS","false"
"1049",365,"Russia (Soviet Union)",2006,2013,"Chukchi",48000,36548000,NA,1e-04,"POWERLESS","true"
"1050",365,"Russia (Soviet Union)",2014,2014,"Russians",1000,36501000,NA,0.809,"DOMINANT",""
"1051",365,"Russia (Soviet Union)",2014,2014,"Tatars",3000,36503000,NA,0.0387,"POWERLESS","true"
"1052",365,"Russia (Soviet Union)",2014,2014,"Ukrainians",2000,36502000,NA,0.014,"POWERLESS","false"
"1053",365,"Russia (Soviet Union)",2014,2014,"Bashkirs",7000,36507000,NA,0.0115,"POWERLESS","true"
"1054",365,"Russia (Soviet Union)",2014,2014,"Chuvashes",6000,36506000,NA,0.0105,"POWERLESS","true"
"1055",365,"Russia (Soviet Union)",2014,2014,"Chechens",16000,36516000,NA,0.0104,"POWERLESS","true"
"1056",365,"Russia (Soviet Union)",2014,2014,"Armenians",8000,36508000,NA,0.0086,"POWERLESS","false"
"1057",365,"Russia (Soviet Union)",2014,2014,"Avars",23000,36523000,NA,0.0066,"POWERLESS","true"
"1058",365,"Russia (Soviet Union)",2014,2014,"Mordva",20000,36520000,NA,0.0054,"POWERLESS","true"
"1059",365,"Russia (Soviet Union)",2014,2014,"Kazakhs",12000,36512000,NA,0.0047,"POWERLESS","false"
"1060",365,"Russia (Soviet Union)",2014,2014,"Azeri",9000,36509000,NA,0.0044,"POWERLESS","false"
"1061",365,"Russia (Soviet Union)",2014,2014,"Dargins",26000,36526000,NA,0.0043,"POWERLESS","true"
"1062",365,"Russia (Soviet Union)",2014,2014,"Mari",29000,36529000,NA,0.004,"DISCRIMINATED","true"
"1063",365,"Russia (Soviet Union)",2014,2014,"Udmurt",30000,36530000,NA,0.004,"POWERLESS","true"
"1064",365,"Russia (Soviet Union)",2014,2014,"Ossetes",27000,36527000,NA,0.0039,"POWERLESS","true"
"1065",365,"Russia (Soviet Union)",2014,2014,"Byelorussians",4000,36504000,NA,0.0038,"IRRELEVANT",""
"1066",365,"Russia (Soviet Union)",2014,2014,"Kabardins",28000,36528000,NA,0.0038,"POWERLESS","true"
"1067",365,"Russia (Soviet Union)",2014,2014,"Kumyks",34000,36534000,NA,0.0037,"POWERLESS","true"
"1068",365,"Russia (Soviet Union)",2014,2014,"Lezgins",35000,36535000,NA,0.0035,"POWERLESS","true"
"1069",365,"Russia (Soviet Union)",2014,2014,"Yakuts",36000,36536000,NA,0.0035,"POWERLESS","true"
"1070",365,"Russia (Soviet Union)",2014,2014,"Buryats",32000,36532000,NA,0.0034,"POWERLESS","true"
"1071",365,"Russia (Soviet Union)",2014,2014,"Ingush",33000,36533000,NA,0.0032,"POWERLESS","true"
"1072",365,"Russia (Soviet Union)",2014,2014,"Germans",17000,36517000,NA,0.0029,"POWERLESS","false"
"1073",365,"Russia (Soviet Union)",2014,2014,"Tuvinians",39000,36539000,NA,0.0019,"POWERLESS","true"
"1074",365,"Russia (Soviet Union)",2014,2014,"Komi",37000,36537000,NA,0.0017,"POWERLESS","true"
"1075",365,"Russia (Soviet Union)",2014,2014,"Karachai",54000,36554000,NA,0.0016,"POWERLESS","true"
"1076",365,"Russia (Soviet Union)",2014,2014,"Roma",52000,36552000,NA,0.0015,"DISCRIMINATED","false"
"1077",365,"Russia (Soviet Union)",2014,2014,"Kalmyks",53000,36553000,NA,0.0013,"POWERLESS","true"
"1078",365,"Russia (Soviet Union)",2014,2014,"Georgians",10000,36510000,NA,0.0011,"POWERLESS","false"
"1079",365,"Russia (Soviet Union)",2014,2014,"Jews",11000,36511000,NA,0.0011,"POWERLESS","true"
"1080",365,"Russia (Soviet Union)",2014,2014,"Koreans",38000,36538000,NA,0.0011,"IRRELEVANT",""
"1081",365,"Russia (Soviet Union)",2014,2014,"Adyghe",40000,36540000,NA,9e-04,"POWERLESS","true"
"1082",365,"Russia (Soviet Union)",2014,2014,"Balkars",43000,36543000,NA,8e-04,"POWERLESS","false"
"1083",365,"Russia (Soviet Union)",2014,2014,"Komi-Permyaks",58000,36558000,NA,7e-04,"IRRELEVANT",""
"1084",365,"Russia (Soviet Union)",2014,2014,"Cherkess",44000,36544000,NA,5e-04,"POWERLESS","false"
"1085",365,"Russia (Soviet Union)",2014,2014,"Altai",47000,36547000,NA,5e-04,"POWERLESS","true"
"1086",365,"Russia (Soviet Union)",2014,2014,"Khakass",57000,36557000,NA,5e-04,"POWERLESS","true"
"1087",365,"Russia (Soviet Union)",2014,2014,"Karelians",56000,36556000,NA,4e-04,"POWERLESS","true"
"1088",365,"Russia (Soviet Union)",2014,2014,"Poles",18000,36518000,NA,3e-04,"IRRELEVANT",""
"1089",365,"Russia (Soviet Union)",2014,2014,"Chukchi",48000,36548000,NA,1e-04,"POWERLESS","true"
"1090",365,"Russia (Soviet Union)",2015,2017,"Russians",1000,36501000,NA,0.807,"DOMINANT",""
"1091",365,"Russia (Soviet Union)",2015,2017,"Tatars",3000,36503000,NA,0.0387,"POWERLESS","true"
"1092",365,"Russia (Soviet Union)",2015,2017,"Ukrainians",2000,36502000,NA,0.016,"POWERLESS","false"
"1093",365,"Russia (Soviet Union)",2015,2017,"Bashkirs",7000,36507000,NA,0.0113,"POWERLESS","true"
"1094",365,"Russia (Soviet Union)",2015,2017,"Chuvashes",6000,36506000,NA,0.0103,"POWERLESS","true"
"1095",365,"Russia (Soviet Union)",2015,2017,"Chechens",16000,36516000,NA,0.0102,"POWERLESS","true"
"1096",365,"Russia (Soviet Union)",2015,2017,"Armenians",8000,36508000,NA,0.0086,"POWERLESS","false"
"1097",365,"Russia (Soviet Union)",2015,2017,"Avars",23000,36523000,NA,0.0066,"POWERLESS","true"
"1098",365,"Russia (Soviet Union)",2015,2017,"Mordva",20000,36520000,NA,0.0054,"POWERLESS","true"
"1099",365,"Russia (Soviet Union)",2015,2017,"Kazakhs",12000,36512000,NA,0.0046,"POWERLESS","false"
"1100",365,"Russia (Soviet Union)",2015,2017,"Azeri",9000,36509000,NA,0.0044,"POWERLESS","false"
"1101",365,"Russia (Soviet Union)",2015,2017,"Dargins",26000,36526000,NA,0.0042,"POWERLESS","true"
"1102",365,"Russia (Soviet Union)",2015,2017,"Mari",29000,36529000,NA,0.004,"DISCRIMINATED","true"
"1103",365,"Russia (Soviet Union)",2015,2017,"Udmurt",30000,36530000,NA,0.004,"POWERLESS","true"
"1104",365,"Russia (Soviet Union)",2015,2017,"Byelorussians",4000,36504000,NA,0.0038,"IRRELEVANT",""
"1105",365,"Russia (Soviet Union)",2015,2017,"Ossetes",27000,36527000,NA,0.0038,"POWERLESS","true"
"1106",365,"Russia (Soviet Union)",2015,2017,"Kabardins",28000,36528000,NA,0.0038,"POWERLESS","true"
"1107",365,"Russia (Soviet Union)",2015,2017,"Kumyks",34000,36534000,NA,0.0037,"POWERLESS","true"
"1108",365,"Russia (Soviet Union)",2015,2017,"Lezgins",35000,36535000,NA,0.0034,"POWERLESS","true"
"1109",365,"Russia (Soviet Union)",2015,2017,"Yakuts",36000,36536000,NA,0.0034,"POWERLESS","true"
"1110",365,"Russia (Soviet Union)",2015,2017,"Buryats",32000,36532000,NA,0.0033,"POWERLESS","true"
"1111",365,"Russia (Soviet Union)",2015,2017,"Ingush",33000,36533000,NA,0.0032,"POWERLESS","true"
"1112",365,"Russia (Soviet Union)",2015,2017,"Germans",17000,36517000,NA,0.0028,"POWERLESS","false"
"1113",365,"Russia (Soviet Union)",2015,2017,"Tuvinians",39000,36539000,NA,0.0019,"POWERLESS","true"
"1114",365,"Russia (Soviet Union)",2015,2017,"Crimean Tatars",49000,36549000,NA,0.0017,"DISCRIMINATED","false"
"1115",365,"Russia (Soviet Union)",2015,2017,"Komi",37000,36537000,NA,0.0016,"POWERLESS","true"
"1116",365,"Russia (Soviet Union)",2015,2017,"Karachai",54000,36554000,NA,0.0016,"POWERLESS","true"
"1117",365,"Russia (Soviet Union)",2015,2017,"Roma",52000,36552000,NA,0.0015,"DISCRIMINATED","false"
"1118",365,"Russia (Soviet Union)",2015,2017,"Kalmyks",53000,36553000,NA,0.0013,"POWERLESS","true"
"1119",365,"Russia (Soviet Union)",2015,2017,"Georgians",10000,36510000,NA,0.0011,"POWERLESS","false"
"1120",365,"Russia (Soviet Union)",2015,2017,"Jews",11000,36511000,NA,0.0011,"POWERLESS","true"
"1121",365,"Russia (Soviet Union)",2015,2017,"Koreans",38000,36538000,NA,0.0011,"IRRELEVANT",""
"1122",365,"Russia (Soviet Union)",2015,2017,"Adyghe",40000,36540000,NA,9e-04,"POWERLESS","true"
"1123",365,"Russia (Soviet Union)",2015,2017,"Balkars",43000,36543000,NA,8e-04,"POWERLESS","false"
"1124",365,"Russia (Soviet Union)",2015,2017,"Komi-Permyaks",58000,36558000,NA,7e-04,"IRRELEVANT",""
"1125",365,"Russia (Soviet Union)",2015,2017,"Altai",47000,36547000,NA,6e-04,"POWERLESS","true"
"1126",365,"Russia (Soviet Union)",2015,2017,"Cherkess",44000,36544000,NA,5e-04,"POWERLESS","false"
"1127",365,"Russia (Soviet Union)",2015,2017,"Khakass",57000,36557000,NA,5e-04,"POWERLESS","true"
"1128",365,"Russia (Soviet Union)",2015,2017,"Karelians",56000,36556000,NA,4e-04,"POWERLESS","true"
"1129",365,"Russia (Soviet Union)",2015,2017,"Poles",18000,36518000,NA,3e-04,"IRRELEVANT",""
"1130",365,"Russia (Soviet Union)",2015,2017,"Chukchi",48000,36548000,NA,1e-04,"POWERLESS","true"
"1131",365,"Russia (Soviet Union)",2018,2021,"Russians",1000,36501000,NA,0.807,"DOMINANT",""
"1132",365,"Russia (Soviet Union)",2018,2021,"Tatars",3000,36503000,NA,0.0387,"POWERLESS","true"
"1133",365,"Russia (Soviet Union)",2018,2021,"Ukrainians",2000,36502000,NA,0.016,"POWERLESS","false"
"1134",365,"Russia (Soviet Union)",2018,2021,"Bashkirs",7000,36507000,NA,0.0113,"POWERLESS","true"
"1135",365,"Russia (Soviet Union)",2018,2021,"Chuvashes",6000,36506000,NA,0.0103,"POWERLESS","true"
"1136",365,"Russia (Soviet Union)",2018,2021,"Chechens",16000,36516000,NA,0.0102,"POWERLESS","true"
"1137",365,"Russia (Soviet Union)",2018,2021,"Armenians",8000,36508000,NA,0.0086,"POWERLESS","false"
"1138",365,"Russia (Soviet Union)",2018,2021,"Avars",23000,36523000,NA,0.0066,"POWERLESS","true"
"1139",365,"Russia (Soviet Union)",2018,2021,"Mordva",20000,36520000,NA,0.0054,"POWERLESS","true"
"1140",365,"Russia (Soviet Union)",2018,2021,"Kazakhs",12000,36512000,NA,0.0046,"POWERLESS","false"
"1141",365,"Russia (Soviet Union)",2018,2021,"Azeri",9000,36509000,NA,0.0044,"POWERLESS","false"
"1142",365,"Russia (Soviet Union)",2018,2021,"Dargins",26000,36526000,NA,0.0042,"POWERLESS","true"
"1143",365,"Russia (Soviet Union)",2018,2021,"Mari",29000,36529000,NA,0.004,"POWERLESS","true"
"1144",365,"Russia (Soviet Union)",2018,2021,"Udmurt",30000,36530000,NA,0.004,"POWERLESS","true"
"1145",365,"Russia (Soviet Union)",2018,2021,"Byelorussians",4000,36504000,NA,0.0038,"IRRELEVANT",""
"1146",365,"Russia (Soviet Union)",2018,2021,"Ossetes",27000,36527000,NA,0.0038,"POWERLESS","true"
"1147",365,"Russia (Soviet Union)",2018,2021,"Kabardins",28000,36528000,NA,0.0038,"POWERLESS","true"
"1148",365,"Russia (Soviet Union)",2018,2021,"Kumyks",34000,36534000,NA,0.0037,"POWERLESS","true"
"1149",365,"Russia (Soviet Union)",2018,2021,"Lezgins",35000,36535000,NA,0.0034,"POWERLESS","true"
"1150",365,"Russia (Soviet Union)",2018,2021,"Yakuts",36000,36536000,NA,0.0034,"POWERLESS","true"
"1151",365,"Russia (Soviet Union)",2018,2021,"Buryats",32000,36532000,NA,0.0033,"POWERLESS","true"
"1152",365,"Russia (Soviet Union)",2018,2021,"Ingush",33000,36533000,NA,0.0032,"POWERLESS","true"
"1153",365,"Russia (Soviet Union)",2018,2021,"Germans",17000,36517000,NA,0.0028,"POWERLESS","false"
"1154",365,"Russia (Soviet Union)",2018,2021,"Tuvinians",39000,36539000,NA,0.0019,"POWERLESS","true"
"1155",365,"Russia (Soviet Union)",2018,2021,"Crimean Tatars",49000,36549000,NA,0.0017,"DISCRIMINATED","false"
"1156",365,"Russia (Soviet Union)",2018,2021,"Komi",37000,36537000,NA,0.0016,"POWERLESS","true"
"1157",365,"Russia (Soviet Union)",2018,2021,"Karachai",54000,36554000,NA,0.0016,"POWERLESS","true"
"1158",365,"Russia (Soviet Union)",2018,2021,"Roma",52000,36552000,NA,0.0015,"DISCRIMINATED","false"
"1159",365,"Russia (Soviet Union)",2018,2021,"Kalmyks",53000,36553000,NA,0.0013,"POWERLESS","true"
"1160",365,"Russia (Soviet Union)",2018,2021,"Georgians",10000,36510000,NA,0.0011,"POWERLESS","false"
"1161",365,"Russia (Soviet Union)",2018,2021,"Jews",11000,36511000,NA,0.0011,"POWERLESS","true"
"1162",365,"Russia (Soviet Union)",2018,2021,"Koreans",38000,36538000,NA,0.0011,"IRRELEVANT",""
"1163",365,"Russia (Soviet Union)",2018,2021,"Adyghe",40000,36540000,NA,9e-04,"POWERLESS","true"
"1164",365,"Russia (Soviet Union)",2018,2021,"Balkars",43000,36543000,NA,8e-04,"POWERLESS","false"
"1165",365,"Russia (Soviet Union)",2018,2021,"Komi-Permyaks",58000,36558000,NA,7e-04,"IRRELEVANT",""
"1166",365,"Russia (Soviet Union)",2018,2021,"Altai",47000,36547000,NA,6e-04,"POWERLESS","true"
"1167",365,"Russia (Soviet Union)",2018,2021,"Cherkess",44000,36544000,NA,5e-04,"POWERLESS","false"
"1168",365,"Russia (Soviet Union)",2018,2021,"Khakass",57000,36557000,NA,5e-04,"POWERLESS","true"
"1169",365,"Russia (Soviet Union)",2018,2021,"Karelians",56000,36556000,NA,4e-04,"POWERLESS","true"
"1170",365,"Russia (Soviet Union)",2018,2021,"Poles",18000,36518000,NA,3e-04,"IRRELEVANT",""
"1171",365,"Russia (Soviet Union)",2018,2021,"Chukchi",48000,36548000,NA,1e-04,"POWERLESS","true"
"1172",366,"Estonia",1991,2021,"Estonians",1000,36601000,NA,0.679,"DOMINANT",""
"1173",366,"Estonia",1991,2021,"Russians",2000,36602000,NA,0.256,"POWERLESS","false"
"1174",366,"Estonia",1991,2021,"Ukrainians",3000,36603000,NA,0.021,"POWERLESS","false"
"1175",366,"Estonia",1991,2021,"Byelorussians",4000,36604000,NA,0.013,"POWERLESS","false"
"1176",367,"Latvia",1991,2021,"Latvians",1000,36701000,NA,0.586,"DOMINANT",""
"1177",367,"Latvia",1991,2021,"Russians",2000,36702000,NA,0.288,"POWERLESS","false"
"1178",367,"Latvia",1991,2021,"Byelorussians",3000,36703000,NA,0.039,"POWERLESS","false"
"1179",367,"Latvia",1991,2021,"Ukrainians",4000,36704000,NA,0.026,"POWERLESS","false"
"1180",368,"Lithuania",1991,2000,"Lithuanians",1000,36801000,NA,0.766,"DOMINANT",""
"1181",368,"Lithuania",1991,2000,"Russians",3000,36803000,NA,0.094,"POWERLESS","false"
"1182",368,"Lithuania",1991,2000,"Poles",2000,36802000,NA,0.07,"POWERLESS","false"
"1183",368,"Lithuania",2001,2019,"Lithuanians",1000,36801000,NA,0.842,"DOMINANT",""
"1184",368,"Lithuania",2001,2019,"Poles",2000,36802000,NA,0.066,"POWERLESS","false"
"1185",368,"Lithuania",2001,2019,"Russians",3000,36803000,NA,0.058,"POWERLESS","false"
"1186",368,"Lithuania",2020,2021,"Lithuanians",1000,36801000,NA,0.842,"SENIOR PARTNER","false"
"1187",368,"Lithuania",2020,2021,"Poles",2000,36802000,NA,0.066,"JUNIOR PARTNER","false"
"1188",368,"Lithuania",2020,2021,"Russians",3000,36803000,NA,0.058,"POWERLESS","false"
"1189",369,"Ukraine",1991,2014,"Ukrainians",1000,36901000,NA,0.778,"SENIOR PARTNER","false"
"1190",369,"Ukraine",1991,2014,"Russians",2000,36902000,NA,0.173,"JUNIOR PARTNER","true"
"1191",369,"Ukraine",1991,2014,"Romanians/Moldovans",3000,36903000,NA,0.008,"POWERLESS","false"
"1192",369,"Ukraine",1991,2014,"Crimean Tatars",5000,36905000,NA,0.005,"DISCRIMINATED","false"
"1193",369,"Ukraine",1991,2014,"Hungarians",7000,36907000,NA,0.003,"POWERLESS","false"
"1194",369,"Ukraine",1991,2014,"Rusyns",8000,36908000,NA,2e-04,"POWERLESS","false"
"1195",369,"Ukraine",2015,2021,"Ukrainians",1000,36901000,NA,0.806,"DOMINANT",""
"1196",369,"Ukraine",2015,2021,"Russians",2000,36902000,NA,0.148,"SELF-EXCLUSION","true"
"1197",369,"Ukraine",2015,2021,"Romanians/Moldovans",3000,36903000,NA,0.009,"POWERLESS","false"
"1198",369,"Ukraine",2015,2021,"Hungarians",7000,36907000,NA,0.003,"POWERLESS","false"
"1199",369,"Ukraine",2015,2021,"Rusyns",8000,36908000,NA,2e-04,"POWERLESS","false"
"1200",370,"Belarus (Byelorussia)",1991,2005,"Byelorussians",1000,37001000,NA,0.812,"SENIOR PARTNER","false"
"1201",370,"Belarus (Byelorussia)",1991,2005,"Russians",2000,37002000,NA,0.114,"JUNIOR PARTNER","false"
"1202",370,"Belarus (Byelorussia)",1991,2005,"Poles",3000,37003000,NA,0.039,"POWERLESS","false"
"1203",370,"Belarus (Byelorussia)",2006,2021,"Byelorussians",1000,37001000,NA,0.837,"SENIOR PARTNER","false"
"1204",370,"Belarus (Byelorussia)",2006,2021,"Russians",2000,37002000,NA,0.083,"JUNIOR PARTNER","false"
"1205",370,"Belarus (Byelorussia)",2006,2021,"Poles",3000,37003000,NA,0.031,"DISCRIMINATED","false"
"1206",371,"Armenia",1991,2021,"Armenians",1000,37101000,NA,0.979,"MONOPOLY",""
"1207",371,"Armenia",1991,2021,"Kurds/Yezidis",2000,37102000,NA,0.013,"POWERLESS","false"
"1208",371,"Armenia",1991,2021,"Assyrians",4000,37104000,NA,9e-04,"POWERLESS","false"
"1209",372,"Georgia",1991,2002,"Georgians",1000,37201000,NA,0.694,"DOMINANT",""
"1210",372,"Georgia",1991,2002,"Armenians",2000,37202000,NA,0.08,"POWERLESS","false"
"1211",372,"Georgia",1991,2002,"Azeri",5000,37205000,NA,0.056,"POWERLESS","false"
"1212",372,"Georgia",1991,2002,"Ossetians (South)",6000,37206000,NA,0.032,"SELF-EXCLUSION","true"
"1213",372,"Georgia",1991,2002,"Abkhazians",7000,37207000,NA,0.017,"SELF-EXCLUSION","true"
"1214",372,"Georgia",2003,2021,"Georgians",1000,37201000,NA,0.817,"DOMINANT",""
"1215",372,"Georgia",2003,2021,"Azeri",5000,37205000,NA,0.058,"POWERLESS","false"
"1216",372,"Georgia",2003,2021,"Armenians",2000,37202000,NA,0.052,"POWERLESS","false"
"1217",372,"Georgia",2003,2021,"Abkhazians",7000,37207000,NA,0.03,"SELF-EXCLUSION","true"
"1218",372,"Georgia",2003,2021,"Ossetians (South)",6000,37206000,NA,0.016,"SELF-EXCLUSION","true"
"1219",373,"Azerbaijan",1991,1993,"Azeri",1000,37301000,NA,0.92,"DOMINANT",""
"1220",373,"Azerbaijan",1991,1993,"Lezgins",2000,37302000,NA,0.02,"POWERLESS","false"
"1221",373,"Azerbaijan",1991,1993,"Armenians",4000,37304000,NA,0.013,"SELF-EXCLUSION","true"
"1222",373,"Azerbaijan",1994,2021,"Azeri",1000,37301000,NA,0.92,"DOMINANT",""
"1223",373,"Azerbaijan",1994,2021,"Lezgins",2000,37302000,NA,0.02,"POWERLESS","false"
"1224",373,"Azerbaijan",1994,2021,"Armenians",4000,37304000,NA,0.013,"SELF-EXCLUSION","true"
"1225",373,"Azerbaijan",1994,2021,"Talysh",5000,37305000,NA,0.013,"POWERLESS","false"
